Rank	Score	Type	ID	Name	Description
2006	23.34	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
2008	23.25	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
2009	23.2	cp	BRD-A93659613	GR-89696	Opioid receptor agonist
2010	23.2	cp	BRD-K56301217	ABT-737	BCL inhibitor
2011	23.14	cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor
2012	23.09	cp	BRD-K54704028	BAY-36-7620	Glutamate receptor antagonist
2013	23.06	cp	BRD-K37447567	hydrocotarnine	Opioid receptor antagonist
2015	23.03	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
2016	22.98	cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor
2017	22.95	cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor
2018	22.94	cp	BRD-K45988865	tetramethylsilane	Internal standard for NMR spectroscopy
2019	22.94	cp	BRD-K10860596	granisetron	Serotonin receptor antagonist
2020	22.92	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
2021	22.78	cp	BRD-K18779551	bifemelane	Acetylcholine release stimulant
2022	22.65	cp	BRD-A80213327	NSC-23766	Ras GTPase inhibitor
2023	22.57	cp	BRD-A51410489	yohimbine	Adrenergic receptor antagonist
2024	22.49	cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor
2027	22.41	cp	BRD-K14993104	bemegride	Chemoreceptor agonist
2028	22.29	cp	BRD-K46441700	GR-55562	Serotonin receptor antagonist
2029	22.2	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
2030	22.19	cp	BRD-K07888107	depudecin	HDAC inhibitor
2031	22.17	cp	BRD-K59650319	YM-298198	Glutamate receptor antagonist
2032	22.16	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
2034	21.95	cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor
2035	21.9	cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler
2036	21.82	cp	BRD-K56343971	vemurafenib	RAF inhibitor
2037	21.77	cp	BRD-A42346008	metanephrine	Epinephrine metabolite
2039	21.65	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
2040	21.65	cp	BRD-K04853698	LDN-193189	Serine/threonine kinase inhibitor
2041	21.58	cp	BRD-K29582677	flunarizine	Calcium channel blocker
2043	21.49	cp	BRD-K14441456	tyrphostin-AG-556	EGFR inhibitor
2044	21.37	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
2046	21.2	cp	BRD-K40887525	ritanserin	Serotonin receptor antagonist
2049	21.12	cp	BRD-A76279427	myriocin	Serine palmitoyltransferase inhibitor
2051	20.87	cp	BRD-K71003802	hippeastrine	Plant alkaloid
2052	20.79	cp	BRD-K37814297	acepromazine	Dopamine receptor antagonist
2054	20.7	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
2055	20.69	cp	BRD-A72703248	SKF-96365	Calcium channel blocker
2057	20.65	cp	BRD-K32828673	chelidonine	Tubulin inhibitor
2060	20.55	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
2061	20.53	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
2062	20.47	cp	BRD-K84663978	trequinsin	Phosphodiesterase inhibitor
2063	20.47	cp	BRD-K51476772	ST-638	Tyrosine kinase inhibitor
2064	20.38	cp	BRD-K79353516	indolophenanthridine	CALY activator
2065	20.32	cp	BRD-K18742343	H-8	PKA inhibitor
2066	20.28	cp	BRD-K15601958	SEW-2871	Lysophospholipid receptor agonist
2067	20.16	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
2068	20.1	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
2069	20.07	cp	BRD-K23335153	AMN-082	Glutamate receptor modulator
2070	19.88	cp	BRD-K44084986	Y-27632	Rho associated kinase inhibitor
2071	19.85	cp	BRD-K18574842	nafcillin	Bacterial cell wall synthesis inhibitor
2073	19.74	cp	BRD-U01690642	acetyl-geranyl-cysteine	Isoprenylated protein methylation inhibitor
2074	19.68	cp	BRD-K29673530	hypericin	Tyrosine kinase inhibitor
2075	19.67	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
2076	19.67	cp	BRD-K11742128	triprolidine	Histamine receptor antagonist
2077	19.6	cp	BRD-K89014967	AS-703026	MEK inhibitor
2078	19.47	cp	BRD-K85402309	dovitinib	EGFR inhibitor
2079	19.41	cp	BRD-K90333595	phentolamine	Adrenergic receptor antagonist
2080	19.4	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
2081	19.29	cp	BRD-K32830106	guanfacine	Adrenergic receptor agonist
2082	19.25	cp	BRD-K89125793	tinidazole	Antiprotozoal
2083	19.17	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
2084	19.1	cp	BRD-K40892394	AR-C133057XX	Nitric oxide synthase inhibitor
2085	19.07	cp	BRD-A98702003	carbenoxolone	11-beta-HSD1 inhibitor
2086	18.98	cp	BRD-A34817987	itraconazole	Cytochrome P450 inhibitor
2087	18.8	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
2088	18.69	cp	BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
2089	18.68	cp	BRD-K14221570	benzopurpurin-4b	HIV entry inhibitor
2090	18.67	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
2091	18.36	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
2093	18.27	cp	BRD-K46212057	voriconazole	Cytochrome P450 inhibitor
2094	18.13	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
2095	18.05	cp	BRD-K18855837	varenicline	Acetylcholine receptor agonist
2096	17.91	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
2097	17.88	cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor
2098	17.83	cp	BRD-A92537424	danazol	Estrogen receptor antagonist
2100	17.67	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
2101	17.6	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
2102	17.59	cp	BRD-A38030642	cyclosporin-a	Calcineurin inhibitor
2103	17.49	cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor
2104	17.43	cp	BRD-K14920963	erythrosine	Coloring agent
2105	17.39	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
2106	17.38	cp	BRD-A36471396	biperiden	Acetylcholine receptor antagonist
2107	17.2	cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
2108	17.12	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
2109	17.09	cp	BRD-K67013324	luzindole	Melatonin receptor antagonist
2110	16.94	cp	BRD-K59369769	tozasertib	Aurora kinase inhibitor
2111	16.73	cp	BRD-K39120595	bithionol	Autotaxin inhibitor
2113	16.58	cp	BRD-K85383046	IAA-94	Chloride channel blocker
2114	16.49	cp	BRD-A22844106	tenoxicam	Cyclooxygenase inhibitor
2115	16.47	cp	BRD-K06980535	promazine	Dopamine receptor antagonist
2116	16.2	cp	BRD-K09859624	methantheline	Acetylcholine receptor antagonist
2117	15.86	cp	BRD-K77641333	naphazoline	Adrenergic receptor agonist
2118	15.79	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
2120	15.7	cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor
2121	15.69	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
2122	15.64	cp	BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor
2123	15.56	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
2124	15.14	cp	BRD-K39111395	BCL2-inhibitor	BCL inhibitor
2125	15.13	cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist
2126	15.13	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
2127	15.08	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
2128	14.9	cp	BRD-A49172652	lansoprazole	ATPase inhibitor
2130	14.82	cp	BRD-K68095457	palmitoylethanolamide	Cannabinoid receptor agonist
2131	14.8	cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist
2132	14.79	cp	BRD-K95402279	geranylgeraniol	Farnesyltransferase inhibitor
2133	14.78	cp	BRD-A72441487	stiripentol	GABA uptake inhibitor
2135	14.72	cp	BRD-K34415467	trimethobenzamide	Histamine receptor antagonist
2136	14.69	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
2137	14.65	cp	BRD-K34154330	tracazolate	GABA receptor modulator
2138	14.65	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
2139	14.56	cp	BRD-K14643723	4-(2-Amino-ethyl)-benzenesulfonamide	carbonic anhydrase inhibitor
2140	14.5	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
2142	14.44	cp	BRD-K27499107	carbacyclin	IP receptor activator
2143	14.19	cp	BRD-K19227686	phenolphthalein	Indicator dye
2144	14.12	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
2145	13.99	cp	BRD-K09497549	kawain	Calcium channel modulator
2146	13.91	cp	BRD-K50938287	sumatriptan	Serotonin receptor agonist
2147	13.9	cp	BRD-A74907996	equol	Estrogen receptor agonist
2148	13.84	cp	BRD-K33453211	levocabastine	Histamine receptor antagonist
2151	13.66	cp	BRD-K09631521	thiotepa	Cytochrome P450 inhibitor
2152	13.58	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
2154	13.46	cp	BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor (SSRI)
2155	13.43	cp	BRD-K35483542	alitretinoin	Retinoid receptor agonist
2156	13.3	cp	BRD-A98431941	ephedrine	Adrenergic receptor agonist
2158	13.09	cp	BRD-K13926615	vardenafil	Phosphodiesterase inhibitor
2159	13.04	cp	BRD-K52219182	BRD-K52219182	Phosphodiesterase inhibitor
2160	12.87	cp	BRD-A27143604	DPN	Estrogen receptor agonist
2161	12.79	cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor
2162	12.68	cp	BRD-K94841585	emodic-acid	Laxative
2163	12.68	cp	BRD-A70449690	forskolin	Adenylyl cyclase activator
2164	12.65	cp	BRD-K70281171	U-99194	Dopamine receptor antagonist
2165	12.64	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
2166	12.53	cp	BRD-K64245000	GW-4064	FXR agonist
2167	12.47	cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor
2168	12.42	cp	BRD-K63068307	ZSTK-474	PI3K inhibitor
2169	12.35	cp	BRD-A95869247	indapamide	Thiazide diuretic
2170	12.16	cp	BRD-K70330367	amantadine	Glutamate receptor antagonist
2171	11.95	cp	BRD-K58772419	AZD-6482	PI3K inhibitor
2172	11.86	cp	BRD-K54314721	zolmitriptan	Serotonin receptor agonist
2173	11.83	cp	BRD-K41895714	AS-605240	PI3K inhibitor
2175	11.52	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
2176	11.43	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
2177	11.42	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
2178	11.29	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
2179	11.12	cp	BRD-K82109576	vincristine	Tubulin inhibitor
2181	11.11	cp	BRD-K63675182	triflupromazine	Dopamine receptor antagonist
2182	10.96	cp	BRD-K88849294	lobaric-acid	Tyrosine phosphatase inhibitor
2183	10.84	cp	BRD-K98548675	parthenolide	NFkB pathway inhibitor
2184	10.82	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
2185	10.74	cp	BRD-A20589515	dihydroxyphenylglycine	Glutamate receptor agonist
2186	10.73	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
2187	10.56	cp	BRD-A35511923	L-803087	Somatostatin receptor agonist
2188	10.51	cp	BRD-K75181824	acetyl-geranygeranyl-cysteine	Inhibitor of methyl esterification of geranylgeranylated proteins
2189	10.47	cp	BRD-K93461745	buspirone	Serotonin receptor agonist
2190	10.29	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
2191	10.26	cp	BRD-A02759312	betaxolol	Adrenergic receptor antagonist
2192	10.15	cp	BRD-K86465814	HO-013	PPAR receptor agonist
2193	10.15	cp	BRD-K62810658	PD-98059	MEK inhibitor
2194	10.09	cp	BRD-A23359898	sibutramine	Serotonin reuptake inhibitor
2195	10.07	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
2196	9.96	cp	BRD-K93480852	KN-93	Calcium-calmodulin dependent protein kinase inhibitor
2197	9.9	cp	BRD-K28907958	CD-437	Retinoid receptor agonist
2198	9.85	cp	BRD-A02481876	importazole	Importin-beta transport receptor inhibitor
2199	9.82	cp	BRD-A73680854	PT-630	Dipeptidyl peptidase inhibitor
2201	9.8	cp	BRD-A82656074	naltrindole	Opioid receptor antagonist
2202	9.76	cp	BRD-A91699651	chloroquine	Antimalarial
2204	9.27	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
2205	9.15	cp	BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
2210	8.56	cp	BRD-K89626439	sirolimus	MTOR inhibitor
2211	8.54	cp	BRD-K45117373	Y-26763	Potassium channel activator
2212	8.26	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
2213	8.25	cp	BRD-K77987382	mebendazole	Tubulin inhibitor
2214	7.89	cp	BRD-K02992638	lamivudine	Nucleoside reverse transcriptase inhibitor
2215	7.82	cp	BRD-A06726973	dibutyrylcyclic-gmp	cGMP analog
2216	7.59	cp	BRD-A66435872	HTMT	Histamine receptor agonist
2217	7.41	cp	BRD-A56359832	zileuton	Leukotriene inhibitor
2223	6.92	cp	BRD-K02637541	celecoxib	Cyclooxygenase inhibitor
2224	6.73	cp	BRD-K40992116	parachlorophenol	Anti-infective
2226	6.67	cp	BRD-K48692744	NU-1025	PARP inhibitor
2227	6.64	cp	BRD-K29458283	chlorambucil	DNA inhibitor
2229	6.11	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
2231	5.92	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
2232	5.91	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
2234	5.84	cp	BRD-K79366068	PSB-069	NTPDase inhibitor
2235	5.72	cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor
2236	5.47	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
2237	5.46	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
2240	5.08	cp	BRD-K18816859	L-694247	Serotonin receptor agonist
2242	4.81	cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor
2243	4.75	cp	BRD-K55468218	spiperone	Dopamine receptor antagonist
2244	4.39	cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist
2245	4.31	cp	BRD-K16444452	ibudilast	Leukotriene receptor antagonist
2246	4.05	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
2247	3.91	cp	BRD-A10420615	cyclopiazonic-acid	ATPase inhibitor
2249	3.8	cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist
2250	3.61	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
2251	3.3	cp	BRD-K79116891	proxymetacaine	Sodium channel blocker
2252	2.99	cp	BRD-K99616396	motesanib	KIT inhibitor
2280	0	cp	BRD-K10466330	AVA	Nucleophosmin inhibitor
2281	0	cp	BRD-K25079130	avrainvillamide-analog-4	nucleophosmin inhibitor
2282	0	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
2283	0	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
3152	0	cp	BRD-A99833829	bethanechol	Acetylcholine receptor agonist
3153	0	cp	BRD-A50157456	terbutaline	Adrenergic receptor agonist
3154	0	cp	BRD-A13946108	sulindac	Cyclooxygenase inhibitor
3155	0	cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor
3156	0	cp	BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
3157	0	cp	BRD-A24228527	ofloxacin	Bacterial DNA gyrase inhibitor
3158	0	cp	BRD-K15262564	mupirocin	Isoleucyl-tRNA synthetase inhibitor
3159	0	cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
3160	0	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
3161	0	cp	BRD-M40783228	mesna	Antioxidant
3162	0	cp	BRD-A79803969	memantine	Glutamate receptor antagonist
3163	0	cp	BRD-K40645748	mefloquine	Adenosine receptor antagonist
3164	0	cp	BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
3165	0	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
3166	0	cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor
3167	0	cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor
3168	0	cp	BRD-K44497846	enalapril	ACE inhibitor
3169	0	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
3170	0	cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor
3171	0	cp	BRD-K62363391	dapsone	Bacterial antifolate
3172	0	cp	BRD-K70976396	cefoxitin	Bacterial cell wall synthesis inhibitor
3173	0	cp	BRD-K54529596	captopril	ACE inhibitor
3174	0	cp	BRD-K23204545	busulfan	DNA inhibitor
3175	0	cp	BRD-A20239487	atenolol	Adrenergic receptor antagonist
3176	0	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
3177	0	cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist
3178	0	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
3179	0	cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
3180	0	cp	BRD-M45964048	verteporfin	Photosensitizing agent
3181	0	cp	BRD-M41783010	acamprosate	Glutamate receptor antagonist
3182	0	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
3183	0	cp	BRD-K96119599	leucodin	Melanin inhibitor
3184	0	cp	BRD-K95785537	PP-2	SRC inhibitor
3185	0	cp	BRD-K95309561	dienestrol	Estrogen receptor agonist
3186	0	cp	BRD-K94830329	ataluren	CFTR channel agonist
3187	0	cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor
3188	0	cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor
3189	0	cp	BRD-K90259198	W-7	Calmodulin antagonist
3190	0	cp	BRD-K88742110	BRD-K88742110	HDAC inhibitor
3191	0	cp	BRD-K88611939	aniracetam	Glutamate receptor agonist
3192	0	cp	BRD-K81209159	herniarin	Acetylcholinesterase inhibitor
3193	0	cp	BRD-K79602928	metformin	Insulin sensitizer
3194	0	cp	BRD-K77171813	proxyfan	Histamine receptor modulator
3195	0	cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist
3196	0	cp	BRD-K76587808	fraxetin	Antioxidant
3197	0	cp	BRD-K76568384	PHTPP	Estrogen receptor antagonist
3198	0	cp	BRD-K74763371	bosentan	Endothelin receptor antagonist
3199	0	cp	BRD-K73824630	skatole	Thrombin inhibitor
3200	0	cp	BRD-K73391359	quinisocaine	Local anesthetic
3201	0	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
3202	0	cp	BRD-K72895815	SSR-69071	Leukocyte elastase inhibitor
3203	0	cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist
3204	0	cp	BRD-K71731651	PNU-120596	Acetylcholine receptor agonist
3205	0	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
3206	0	cp	BRD-K67860401	AR-A014418	Glycogen synthase kinase inhibitor
3207	0	cp	BRD-K67298865	SB-431542	TGF beta receptor inhibitor
3208	0	cp	BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor
3209	0	cp	BRD-K64517075	heliomycin	ATP synthase inhibitor
3210	0	cp	BRD-K64341947	CFM-1571	Guanylate cyclase activator
3211	0	cp	BRD-K63606607	bufalin	ATPase inhibitor
3212	0	cp	BRD-K63151507	MNITMT	Lymphocyte inhibitor
3213	0	cp	BRD-K60923938	veratridine	Sodium channel activator
3214	0	cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist
3215	0	cp	BRD-K59469039	AG-879	Angiogenesis inhibitor
3216	0	cp	BRD-K55301415	abiraterone	17,20 lyase inhibitor
3217	0	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
3218	0	cp	BRD-K52459643	prostaglandin-e1	Prostanoid receptor agonist
3219	0	cp	BRD-K52394958	GR-159897	Tachykinin antagonist
3220	0	cp	BRD-K51290057	SA-792709	Retinoid receptor agonist
3221	0	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
3222	0	cp	BRD-K49657628	tyrphostin-AG-18	EGFR inhibitor
3223	0	cp	BRD-K48869804	icilin	TRPV agonist
3224	0	cp	BRD-K47693913	evoxine	Furoquinoline alkaloid
3225	0	cp	BRD-K45542189	diethylcarbamazine	Lipoxygenase inhibitor
3226	0	cp	BRD-K45330754	diethylstilbestrol	Estrogen receptor agonist
3227	0	cp	BRD-K44849676	capsazepine	TRPV agonist
3228	0	cp	BRD-K43860855	iobenguane	Antineoplastic
3229	0	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
3230	0	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
3231	0	cp	BRD-K43245338	MDL-28170	Calpain inhibitor
3232	0	cp	BRD-K42452249	EO-1428	p38 MAPK inhibitor
3233	0	cp	BRD-K40656405	L-165041	PPAR receptor agonist
3234	0	cp	BRD-K40578143	GR-79236	Adenosine receptor agonist
3235	0	cp	BRD-K38903228	hesperidin	Flavanone glycoside
3236	0	cp	BRD-K37194137	III606050	Cytochrome P450 inhibitor
3237	0	cp	BRD-K37080523	isoreserpine	Vesicular monoamine transporter inhibitor
3238	0	cp	BRD-K36258877	AZ-10417808	Caspase inhibitor
3239	0	cp	BRD-K35458079	edaravone	Nootropic agent
3240	0	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
3241	0	cp	BRD-K33308633	INCA-6	Calcineurin inhibitor
3242	0	cp	BRD-K32412559	morphothebaine	Adrenergic receptor antagonist
3243	0	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
3244	0	cp	BRD-K30240666	clemastine	Histamine receptor antagonist
3245	0	cp	BRD-K29668683	BD-1063	Sigma receptor antagonist
3246	0	cp	BRD-K29173907	isoflupredone	Glucocorticoid receptor agonist
3247	0	cp	BRD-K28761384	zuclopenthixol	Dopamine receptor antagonist
3248	0	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
3249	0	cp	BRD-K26669427	WR-216174	PFMRK inhibitor
3250	0	cp	BRD-K26521938	dinoprostone	Prostanoid receptor agonist
3251	0	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
3252	0	cp	BRD-K24240364	GYKI-52466	Glutamate receptor antagonist
3253	0	cp	BRD-K24201553	SB-269970	Serotonin receptor antagonist
3254	0	cp	BRD-K23623876	decafluorobutane	Contrast agent
3255	0	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
3256	0	cp	BRD-K20742498	RS-39604	Serotonin receptor antagonist
3257	0	cp	BRD-K19533706	tranilast	Angiogenesis inhibitor
3258	0	cp	BRD-K18757346	U-46619	Thromboxane receptor agonist
3259	0	cp	BRD-K18678457	ZD-7288	HCN channel blocker
3260	0	cp	BRD-K18618618	cimetidine	Histamine receptor antagonist
3261	0	cp	BRD-K17953061	staurosporine	PKC inhibitor
3262	0	cp	BRD-K17896185	FIT	Opioid receptor agonist
3263	0	cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist
3264	0	cp	BRD-K17743697	KB-R7943	Sodium/calcium exchange inhibitor
3265	0	cp	BRD-K17674993	diflorasone	Corticosteroid agonist
3266	0	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
3267	0	cp	BRD-K16277217	piperacetazine	Dopamine receptor antagonist
3268	0	cp	BRD-K16233984	eriochrome-black-t	Azo dye
3269	0	cp	BRD-K15567136	papaverine	Phosphodiesterase inhibitor
3270	0	cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist
3271	0	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
3272	0	cp	BRD-K12906962	dichlorobenzamil	Sodium/calcium exchange inhibitor
3273	0	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
3274	0	cp	BRD-K11696279	BU-239	Imidazoline receptor agonist
3275	0	cp	BRD-K11634954	GBR-13069	Dopamine uptake inhibitor
3276	0	cp	BRD-K11433652	aspirin	Cyclooxygenase inhibitor
3277	0	cp	BRD-K10852020	tolcapone	Catechol O methyltransferase inhibitor
3278	0	cp	BRD-K09638361	SA-63133	-666
3279	0	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
3280	0	cp	BRD-K08998509	fananserin	Dopamine receptor antagonist
3281	0	cp	BRD-K08890269	CO-102862	Sodium channel blocker
3282	0	cp	BRD-K08619574	thioproperazine	Dopamine receptor antagonist
3283	0	cp	BRD-K08132273	tyrphostin	EGFR inhibitor
3284	0	cp	BRD-K07117950	imperatorin	CDK inhibitor
3285	0	cp	BRD-K06750613	GSK-1059615	PI3K inhibitor
3286	0	cp	BRD-K06712146	YM-90709	IL5 inhibitor
3287	0	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
3288	0	cp	BRD-K06014311	DH-97	Melatonin receptor antagonist
3289	0	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
3290	0	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
3291	0	cp	BRD-K04414442	SB-222200	Tachykinin antagonist
3292	0	cp	BRD-K04046242	equilin	Estrogen receptor agonist
3293	0	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
3294	0	cp	BRD-K03440695	boldine	Acetylcholine receptor antagonist
3295	0	cp	BRD-K02607075	tubocurarine	Acetylcholine receptor antagonist
3296	0	cp	BRD-K02590140	O-2050	Cannabinoid receptor antagonist
3297	0	cp	BRD-K02283807	GR-32191	Thromboxane receptor antagonist
3298	0	cp	BRD-K02275692	cefotiam	Bacterial cell wall synthesis inhibitor
3299	0	cp	BRD-K01663662	diphenidol	Acetylcholine receptor agonist
3300	0	cp	BRD-K00627859	tubastatin-a	HDAC inhibitor
3301	0	cp	BRD-A99449986	MT-21	Caspase activator
3302	0	cp	BRD-A97730597	hexylcaine	Sodium channel blocker
3303	0	cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist
3304	0	cp	BRD-A93236127	digitoxin	ATPase inhibitor
3305	0	cp	BRD-A93000692	ciglitazone	PPAR receptor agonist
3306	0	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
3307	0	cp	BRD-A85025557	NCS-382	GABA receptor antagonist
3308	0	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
3309	0	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
3310	0	cp	BRD-A79314293	cephalosporanic-acid	Bacterial cell wall synthesis inhibitor
3311	0	cp	BRD-A79237180	ascorbic-acid	Antioxidant
3312	0	cp	BRD-A72758037	asiatic-acid	Apoptosis stimulant
3313	0	cp	BRD-A71459254	cymarin	ATPase inhibitor
3314	0	cp	BRD-A62890442	3-methyl-GABA	GABA aminotransferase activator
3315	0	cp	BRD-A56987319	SQ-22536	Adenylyl cyclase inhibitor
3316	0	cp	BRD-A54927599	KF-38789	P-selectin inhibitor
3317	0	cp	BRD-A51382177	fosinopril	ACE inhibitor
3318	0	cp	BRD-A47633927	NPC-15199	ICAM1 antagonist
3319	0	cp	BRD-A43974499	reboxetine	Adrenergic receptor antagonist
3320	0	cp	BRD-A43930669	L-368899	Oxytocin receptor antagonist
